CODE;FR
66515100-4;Services d'assurance incendie
66515200-5;Services d'assurance de biens
66515300-6;Services d'assurance intempéries et pertes financières
66515400-7;Services d'assurance intempéries
66515410-0;Services d'assurance pertes financières
66515411-7;Services d'assurance pertes pécuniaires
66516000-0;Services d'assurance responsabilité civile
66516100-1;Services d'assurance responsabilité civile automobile
66516200-2;Services d'assurance responsabilité civile aviation
66516300-3;Services d'assurance responsabilité civile bateaux
66516400-4;Services d'assurance responsabilité civile générale
66516500-5;Services d'assurance de responsabilité professionnelle
66517000-7;Services d'assurance crédit et cautionnement
66517100-8;Services d'assurance crédit
66517200-9;Services d'assurance cautionnement
66517300-0;Services d'assurance gestion des risques
66518000-4;Services de courtage et services d'agence dans le secteur des assurances
66518100-5;Services de courtage en assurances
66518200-6;Services d'agences d'assurances
66518300-7;Services de règlement des déclarations de sinistre
66519000-1;Services d'assurance d'installations techniques, services d'assurance auxiliaire, services de règlement d'avaries, services de règlement de sinistres, services des actuaires et services d'administration des droits de sauvetage
66519100-2;Services d'assurance de plate-forme de pétrole et de gaz
66519200-3;Services d'assurance d'installations techniques
66519300-4;Services d'assurance auxiliaire
66519310-7;Services de conseil en assurances
66519400-5;Services de règlement d'avaries
66519500-6;Services de règlement des sinistres
66519600-7;Services des actuaires
66519700-8;Services d'administration des droits de sauvetage
66520000-1;Services de retraite
66521000-8;Services de retraite individuelle
66522000-5;Services de retraite collective
66523000-2;Services de conseil en matière de fonds de pension
66523100-3;Services d'administration des fonds de pension
66600000-6;Services de trésorerie
66700000-7;Services de réassurance
66710000-0;Services de réassurance vie
66720000-3;Services de réassurance accidents et maladie
70000000-1;Services immobiliers
70100000-2;Services immobiliers propres
70110000-5;Services de promotion immobilière
70111000-2;Promotion de biens immobiliers à usage résidentiel
70112000-9;Promotion de biens immobiliers à usage non résidentiel
70120000-8;Achat et vente de biens immobiliers
70121000-5;Services de vente ou d'achat d'immeubles
70121100-6;Services de vente d'immeubles
70121200-7;Services d'achat d'immeubles
70122000-2;Services de vente ou d'achat de terrains
70122100-3;Services de vente de terrains
70122110-6;Services de vente de terrains libres
70122200-4;Services d'achat de terrains
70122210-7;Services d'achat de terrains libres
70123000-9;Vente de biens immobiliers
70123100-0;Vente de biens immobiliers à usage résidentiel
70123200-1;Vente de biens immobiliers à usage non résidentiel
70130000-1;Services de location de biens immobiliers propres
70200000-3;Services de crédit-bail ou de location de biens immobiliers propres
70210000-6;Services de crédit-bail ou de location de propriétés résidentielles propres
70220000-9;Services de crédit-bail ou de location de propriétés non résidentielles propres
70300000-4;Services d'agence immobilière prestés pour le compte de tiers
70310000-7;Services de location ou de vente d'immeubles
70311000-4;Services de location ou de vente d'immeubles à usage résidentiel
70320000-0;Services de location ou de vente de terrains
70321000-7;Services de location de terrains
70322000-4;Services de location ou de vente de terrains libres
70330000-3;Services de gestion de biens immobiliers pour le compte de tiers
70331000-0;Services d'immobilier résidentiel
70331100-1;Services de gestion d'institutions
70332000-7;Services d'immobilier non résidentiel
70332100-8;Services de gestion de terrains
70332200-9;Services de gestion de biens immobiliers à usage commercial
70332300-0;Services relatifs à l'immobilier industriel
70333000-4;Services de logement
70340000-6;Services de multipropriété
71000000-8;Services d'architecture, services de construction, services d'ingénierie et services d'inspection
71200000-0;Services d'architecture
71210000-3;Services de conseil en architecture
71220000-6;Services de création architecturale
71221000-3;Services d'architecte pour les bâtiments
71222000-0;Services d'architecte pour la conception d'ouvrages extérieurs
71222100-1;Services de cartographie des zones urbaines
71222200-2;Services de cartographie des zones rurales
71223000-7;Services d'architecte pour des travaux d'extension de bâtiment
71230000-9;Services d'organisation de concours d'architecture
71240000-2;Services d'architecture, d'ingénierie et de planification
71241000-9;Études de faisabilité, service de conseil, analyse
71242000-6;Préparation du projet et de la conception, estimation des coûts
71243000-3;Projets de plans (systémes et intégration)
71244000-0;Calcul des coûts, contrôle des coûts
71245000-7;Plans d'approbation, plans d'exécution et spécifications
71246000-4;Détermination et listage des quantités nécessaires à la construction
71247000-1;Supervision des travaux de construction
71248000-8;Supervision du projet et documentation
71250000-5;Services d'architecture, d'ingénierie et de métrage
71251000-2;Services d'architecture et de métrage vérification
71300000-1;Services d'ingénierie
71310000-4;Services de conseil en matière d'ingénierie et de construction
71311000-1;Services de conseil en génie civil
71311100-2;Services d'assistance en génie civil
71311200-3;Services de conseil en matière de systèmes de transport
71311210-6;Services de conseil en matière d'autoroutes
71311220-9;Services d'ingénierie autoroutière
71311230-2;Services d'ingénierie ferroviaire
71311240-5;Services d'ingénierie aéroportuaire
71311300-4;Services de conseil en matière d'infrastructure
71312000-8;Services de conseil en ingénierie de la construction
71313000-5;Services de conseil en ingénierie de l'environnement
71313100-6;Services de conseil en matière de lutte contre le bruit
71313200-7;Services de conseil en insonorisation et en acoustique intérieure
71313400-9;Étude d'impact sur l'environnement pour la construction
71313410-2;Évaluation des risque et dangers pour la construction
71313420-5;Normes environnementales pour la construction
71313430-8;Indicateurs environnementaux pour la construction
71313440-1;Services d'étude d'impact sur l'environnement (EIA) pour la construction
71313450-4;Surveillance environnementale pour la construction
71314000-2;Énergie et services connexes
71314100-3;Services d'électricité
71314200-4;Services de gestion de l'énergie
71314300-5;Services de conseil en rendement énergétique
71314310-8;Services de physique thermique pour la construction
71315000-9;Installations techniques de bâtiment
71315100-0;Services de conseil en gros œuvre
71315200-1;Services de conseil en bâtiment
71315210-4;Services de conseil en installations techniques de bâtiment
71315300-2;Services de métré de bâtiments
71315400-3;Services d'inspection et de vérification de bâtiment
71315410-6;Inspection du système de ventilation
71316000-6;Services de conseil en télécommunications
71317000-3;Services de conseil en protection et contrôle des risques
71317100-4;Services de conseil en protection et contrôle en matière d'incendie et d'explosion
71317200-5;Services de santé et de sécurité
71317210-8;Services de conseil en matière de santé et de sécurité
71318000-0;Services de conseil et de consultation en ingénierie
71318100-1;Services pour les techniques d'éclairage naturel et artificiel
71319000-7;Services de témoins experts
71320000-7;Services de conception technique
